対象県（富山/石川/福井）	アンケート回答日	居住都道府県	性別	年代	職業	世帯年収	同伴者	満足度（旅行全体）	満足度理由	おすすめ度	回答場所
福井	2025/5/17 12:03	新潟県	男	10代		1,200万円以上 1,500万円未満	中学生以上連れの家族	5		4	越前そばの里 エリア
福井	2025/5/17 11:46	滋賀県	男	60代		400万円以上 500万円未満	夫婦2人	4		8	越前そばの里 エリア
福井	2025/5/17 11:45	石川県	女	30代		700万円以上 800万円未満	小学生以下連れの家族	5		10	かつやま恐竜の森 エリア
福井	2025/5/17 11:41	石川県	女	40代		400万円以上 500万円未満	夫婦2人	5		10	レインボーライン エリア
福井	2025/5/17 11:30	愛知県	男	40代		100万円未満	小学生以下連れの家族	5	丁寧なサービス	10	越前そばの里 エリア
福井	2025/5/17 11:28	愛知県	男	50代		300万円以上 400万円未満	自分ひとり	4		8	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/5/17 11:19	石川県	女	40代		400万円以上 500万円未満	夫婦2人	5		10	湖上館パムコ（水月湖）エリア
福井	2025/5/17 11:14	大阪府	女	50代		400万円以上 500万円未満	親	3	普通の値段のカフェがあればと思います。ファーストフード的なものでもいいので。	5	小浜市まちの駅 エリア
福井	2025/5/17 11:12	福井県	男	50代		700万円以上 800万円未満	夫婦2人	5		5	越前そばの里 エリア
福井	2025/5/17 11:12	福井県	男	50代		1,200万円以上 1,500万円未満	夫婦2人	4		8	湖上館パムコ（水月湖）エリア
福井	2025/5/17 11:06	静岡県	男	30代		500万円以上 600万円未満	その他家族	5		8	道の駅「南えちぜん山海里」 エリア
福井	2025/5/17 11:04	京都府	女	50代		分からない/無回答	自分ひとり	5		9	北陸新幹線 越前たけふ駅 エリア
福井	2025/5/17 11:03	福井県	女	60代		分からない/無回答	中学生以上連れの家族	4		8	かつやま恐竜の森 エリア
福井	2025/5/17 11:03	福井県	男	70代		300万円以上 400万円未満	夫婦2人	4		7	ふくい鮮いちば エリア
福井	2025/5/17 10:53	福井県	男	30代		500万円以上 600万円未満	夫婦2人	4		8	道の駅「越前」 エリア
福井	2025/5/17 10:48	福井県	男	50代		分からない/無回答	自分ひとり	4		8	JR美浜駅 エリア
福井	2025/5/17 10:45	福井県	女	30代		400万円以上 500万円未満	恋人	5		10	越前そばの里 エリア
福井	2025/5/17 10:36	福井県	男	50代		600万円以上 700万円未満	夫婦2人	4	綺麗	7	越前大野城・城下町 エリア
福井	2025/5/17 10:29	東京都	女	60代		1,200万円以上 1,500万円未満	自分ひとり	4	シャンプー等の種類を選べたこと洗い場の個別仕切りがあること24時間入浴可能な温泉もあったこと	5	あわら湯のまち エリア
福井	2025/5/17 10:27	福井県	男	40代		400万円以上 500万円未満	夫婦2人	4		7	名勝 養浩館庭園 エリア
福井	2025/5/17 9:53	石川県	女	40代		400万円以上 500万円未満	夫婦2人	3		7	若狭フィッシャーマンズワーフ エリア
福井	2025/5/17 9:46	千葉県	男	20代		400万円以上 500万円未満	恋人	5		8	かつやま恐竜の森 エリア
福井	2025/5/17 9:41	大阪府	男	20代		300万円以上 400万円未満	友人	5	綺麗で駐車場も広くてよかったです。	10	道の駅「越前」 エリア
福井	2025/5/17 9:07	福井県	女	60代		200万円以上 300万円未満	夫婦2人	5		10	六呂師高原 エリア
福井	2025/5/17 8:50	福井県	男	60代		200万円以上 300万円未満	夫婦2人	5		10	六呂師高原 エリア
福井	2025/5/17 8:45	兵庫県	その他	10代		100万円未満	その他家族	4		8	ふくい鮮いちば エリア
福井	2025/5/17 8:33	兵庫県	男	50代		800万円以上 900万円未満	中学生以上連れの家族	4	トイレが古い	10	ふくい鮮いちば エリア
福井	2025/5/17 8:02	福井県	女	50代		400万円以上 500万円未満	自分ひとり	4		5	JR敦賀駅前 エリア
福井	2025/5/17 6:45	山梨県	女	50代		700万円以上 800万円未満	夫婦2人	5	同上	10	あわら湯のまち エリア
福井	2025/5/18 22:36	兵庫県	女	60代		400万円以上 500万円未満	夫婦2人	4		8	あわら湯のまち エリア
福井	2025/5/18 22:29	静岡県	男	40代		300万円以上 400万円未満	恋人	5		10	あわら湯のまち エリア
福井	2025/5/18 22:19	神奈川県	女	50代		300万円以上 400万円未満	友人	5	古民家の雰囲気を堪能できて良かった！	10	小浜 エリア（宿泊施設）
福井	2025/5/18 22:10	愛知県	男	20代		700万円以上 800万円未満	妻と友人夫婦	3		8	かつやま恐竜の森 エリア
福井	2025/5/18 20:18	神奈川県	男	70代		800万円以上 900万円未満	夫婦2人	4		7	レインボーライン エリア
福井	2025/5/18 20:10	福井県	無回答	20代		300万円以上 400万円未満	友人	5		10	道の駅「三方五湖」  エリア
福井	2025/5/18 20:08	福井県	無回答	20代		300万円以上 400万円未満	友人	5		10	福井駅前 エリア
福井	2025/5/18 20:07	埼玉県	男	60代		分からない/無回答	自分ひとり	4		9	JR敦賀駅前 エリア
福井	2025/5/18 20:03	福井県	女	50代		100万円未満	夫婦2人	3	飲食店がもっと充実するとよい	5	北陸新幹線 越前たけふ駅 エリア
福井	2025/5/18 20:02	福井県	無回答	40代		600万円以上 700万円未満	自分ひとり	4		5	JR敦賀駅前 エリア
福井	2025/5/18 19:32	福井県	男	60代		200万円以上 300万円未満	夫婦2人	5		10	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/5/18 19:31	福井県	女	60代		200万円以上 300万円未満	夫婦2人	5		9	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/5/18 19:30	京都府	女	50代		400万円以上 500万円未満	自分ひとり	4	道の駅周辺しか利用してないが、広くて駐車スペースが停めやすい。	8	名田庄 エリア
福井	2025/5/18 17:53	京都府	男	40代		900万円以上 1,000万円未満	夫婦2人	4		8	かつやま恐竜の森 エリア
福井	2025/5/18 17:47	東京都	男	50代		800万円以上 900万円未満	夫婦2人	3		10	越前大仏 エリア
福井	2025/5/18 17:47	兵庫県	女	10代		100万円未満	自分ひとり	4		7	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/5/18 17:42	千葉県	女	40代		300万円以上 400万円未満	恋人	4		10	越前大仏 エリア
福井	2025/5/18 17:30	福井県	女	70代		100万円以上 200万円未満	夫婦2人	4		10	道の駅「禅の里」 エリア
福井	2025/5/18 17:28	福井県	女	70代		100万円以上 200万円未満	夫婦2人	5		10	道の駅「越前おおの荒島の郷」 エリア
福井	2025/5/18 17:16	石川県	女	20代		200万円以上 300万円未満	恋人	5		9	かつやま恐竜の森 エリア
福井	2025/5/18 17:09	福井県	男	50代		600万円以上 700万円未満	夫婦2人	4		5	北陸新幹線 越前たけふ駅 エリア
福井	2025/5/18 17:05	石川県	女	60代		1,500万円以上	夫婦2人	5		5	あわら湯のまち エリア
福井	2025/5/18 17:01	福井県	女	60代		400万円以上 500万円未満	その他家族	5		10	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/5/18 16:59	福井県	女	60代		300万円以上 400万円未満	夫婦2人	4		8	六呂師高原 エリア
福井	2025/5/18 16:40	福井県	男	60代		800万円以上 900万円未満	夫婦2人	5		10	まちの市場 こってコテいけだ エリア
福井	2025/5/18 16:38	福井県	男	70代		分からない/無回答	自分ひとり	4		8	大安禅寺 エリア
福井	2025/5/18 16:37	福井県	男	50代		600万円以上 700万円未満	夫婦2人	4		5	道の駅「西山公園」 エリア
福井	2025/5/18 16:31	千葉県	男	20代		400万円以上 500万円未満	恋人	3		7	日本海さかな街 エリア
福井	2025/5/18 16:27	福井県	男	40代		800万円以上 900万円未満	夫婦2人	4	トイレが綺麗	8	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/5/18 16:26	福井県	女	50代		800万円以上 900万円未満	夫婦2人	4		5	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/5/18 16:04	福井県	女	30代		200万円以上 300万円未満	親	4		3	北潟湖 エリア
福井	2025/5/18 16:04	福井県	男	70代		200万円以上 300万円未満	夫婦2人	4		10	はたや記念館 ゆめおーれ勝山 エリア
福井	2025/5/18 15:59	福井県	男	70代		200万円以上 300万円未満	夫婦2人	5		10	越前大野城・城下町 エリア
福井	2025/5/18 15:55	福井県	男	60代		1,500万円以上	その他家族	4		2	北潟湖 エリア
福井	2025/5/18 15:50	福井県	男	60代		900万円以上 1,000万円未満	その他家族	4		3	北潟湖 エリア
福井	2025/5/18 15:50	大阪府	男	30代		200万円以上 300万円未満	恋人	5	掃除が行き届いててきれいでした。	10	かつやま恐竜の森 エリア
福井	2025/5/18 15:48	兵庫県	女	20代		100万円未満	恋人	5		8	かつやま恐竜の森 エリア
福井	2025/5/18 15:39	福井県	男	30代		1,200万円以上 1,500万円未満	自分ひとり	3		3	JR美浜駅 エリア
福井	2025/5/18 15:38	大阪府	男	60代		300万円以上 400万円未満	その他家族	4		5	かつやま恐竜の森 エリア
福井	2025/5/18 15:37	大阪府	女	60代		200万円以上 300万円未満	夫婦2人	4		5	かつやま恐竜の森 エリア
福井	2025/5/18 15:36	福井県	女	60代		分からない/無回答	その他家族	4		9	越前陶芸村 エリア
福井	2025/5/18 15:34	福井県	女	60代		分からない/無回答	その他家族	5		10	道の駅「越前」 エリア
福井	2025/5/18 15:29	大阪府	無回答	30代		400万円以上 500万円未満	自分ひとり	3		5	かつやま恐竜の森 エリア
福井	2025/5/18 15:28	大阪府	女	30代		分からない/無回答	親	4		8	かつやま恐竜の森 エリア
福井	2025/5/18 15:26	福井県	女	60代		400万円以上 500万円未満	その他家族	5		10	六呂師高原 エリア
福井	2025/5/18 15:20	京都府	男	60代		300万円以上 400万円未満	夫婦2人	1		2	道の駅「シーサイド高浜」 エリア
福井	2025/5/18 15:18	大阪府	女	30代		分からない/無回答	友人	5		8	福井駅前 エリア
福井	2025/5/18 15:18	福岡県	女	30代		700万円以上 800万円未満	友人	5		9	福井駅前 エリア
福井	2025/5/18 15:13	福井県	女	30代		400万円以上 500万円未満	小学生以下連れの家族	5		8	かつやま恐竜の森 エリア
福井	2025/5/18 15:08	大阪府	女	40代		分からない/無回答	小学生以下連れの家族	5		10	かつやま恐竜の森 エリア
福井	2025/5/18 15:08	兵庫県	女	60代		500万円以上 600万円未満	友人	4		9	越前大野城・城下町 エリア
福井	2025/5/18 15:03	福井県	男	60代		400万円以上 500万円未満	自分ひとり	3		6	六呂師高原 エリア
福井	2025/5/18 14:51	大阪府	女	30代		分からない/無回答	友人	5		10	かつやま恐竜の森 エリア
福井	2025/5/18 14:41	大阪府	女	40代		200万円以上 300万円未満	友人	5		9	日本海さかな街 エリア
福井	2025/5/18 14:35	千葉県	女	40代		300万円以上 400万円未満	恋人	5		10	かつやま恐竜の森 エリア
福井	2025/5/18 14:35	福井県	男	30代		500万円以上 600万円未満	自分ひとり	3		6	越前大野城・城下町 エリア
福井	2025/5/18 14:18	千葉県	男	20代		400万円以上 500万円未満	恋人	5		10	一乗谷朝倉氏遺跡 エリア
福井	2025/5/18 13:59	東京都	男	40代		800万円以上 900万円未満	夫婦2人	4		6	越前大野城・城下町 エリア
福井	2025/5/18 13:57	福井県	無回答	40代		800万円以上 900万円未満	小学生以下連れの家族	5		3	花の駅 ゆりの里公園 エリア
福井	2025/5/18 13:52	北海道	女	60代		100万円以上 200万円未満	自分ひとり	5		10	かつやま恐竜の森 エリア
福井	2025/5/18 13:51	福井県	女	30代		500万円以上 600万円未満	小学生以下連れの家族	5	プチトリップ気分が味わえる	10	三国湊 エリア
福井	2025/5/18 13:39	福井県	女	40代		400万円以上 500万円未満	小学生以下連れの家族	4	強風のため第1目的のスワンボートが中止で乗れなくて残念だった。そこまでの強風ではないと思っていたし、頑張って遠出してきたので、ホームページなど、本日は乗れるとか情報があるとありがたい。	5	北潟湖 エリア
福井	2025/5/18 13:32	兵庫県	男	40代		500万円以上 600万円未満	小学生以下連れの家族	4		7	かつやま恐竜の森 エリア
福井	2025/5/18 13:31	滋賀県	男	30代		1,000万円以上 1,200万円未満	小学生以下連れの家族	5		7	かつやま恐竜の森 エリア
福井	2025/5/18 13:26	大阪府	男	50代		700万円以上 800万円未満	その他家族	5		10	かつやま恐竜の森 エリア
福井	2025/5/18 13:23	京都府	女	50代		100万円未満	夫婦2人	5		9	青葉山ハーバルビレッジ エリア
福井	2025/5/18 13:23	福井県	その他	50代		300万円以上 400万円未満	もともと福井県民	5		10	越前そばの里 エリア
福井	2025/5/18 13:22	石川県	男	60代		分からない/無回答	夫婦2人	4		8	越前大野城・城下町 エリア
福井	2025/5/18 13:11	愛知県	男	60代		700万円以上 800万円未満	夫婦2人	5	一乗谷朝倉氏遺跡の保存状況。	9	竹田エリア
福井	2025/5/18 13:11	福井県	女	50代		100万円未満	友人	4		5	越前大野城・城下町 エリア
福井	2025/5/18 13:09	福井県	女	50代		900万円以上 1,000万円未満	夫婦2人	5		9	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/5/18 13:09	京都府	女	20代		400万円以上 500万円未満	親	5	お土産がたくさんあってよかった。蕎麦かりんとうが美味しかった。	8	越前そばの里 エリア
福井	2025/5/18 13:09	福井県	女	50代		100万円以上 200万円未満	職場の同僚	5		8	越前大野城・城下町 エリア
福井	2025/5/18 13:00	奈良県	男	50代		600万円以上 700万円未満	夫婦2人	5		5	越前そばの里 エリア
福井	2025/5/18 12:54	福井県	女	50代		100万円以上 200万円未満	その他家族	4		8	越前そばの里 エリア
福井	2025/5/18 12:53	兵庫県	女	50代		400万円以上 500万円未満	恋人	4	静かな土地柄で落ち着きます。	10	越前そばの里 エリア
福井	2025/5/18 12:52	福井県	女	30代		600万円以上 700万円未満	夫婦2人	4		7	越前そばの里 エリア
